cluster_k,CustomerID,InvoiceNumberYear,LastInvoiceMonth,LastInvoiceMonthNb,MeanLinesPerInvoice,MeanQuantityPerInvoice,MeanAmountPerInvoice,TotalAmountSpent
0,15885,1,201109,3,16.0,109.0,349.34999999999997,349.34999999999997
6,12569,32,201112,0,4.90625,54.59375,98.5215625,3152.69
0,12915,2,201107,5,11.0,46.5,181.825,363.65
0,15281,9,201110,2,15.222222222222221,134.11111111111111,255.72777777777776,2301.5499999999997
3,16449,2,201105,7,19.5,182.5,343.895,687.79
0,14293,4,201112,0,15.25,177.25,261.63999999999993,1046.5599999999997
0,14851,2,201111,1,14.0,162.5,255.67499999999998,511.34999999999997
0,18059,3,201111,1,6.333333333333333,87.66666666666667,102.15333333333335,306.46000000000004
0,16806,4,201108,4,25.5,94.25,193.885,775.54
6,16187,15,201111,1,19.533333333333335,333.6,456.08266666666674,6841.240000000001
3,18129,1,201104,8,14.0,48.0,112.55,112.55
7,13851,3,201109,3,27.0,568.3333333333334,883.8200000000002,2651.4600000000005
0,12925,2,201112,0,22.5,270.5,347.025,694.05
3,13800,1,201102,10,33.0,331.0,558.3199999999997,558.3199999999997
0,17521,3,201111,1,15.0,173.0,241.06999999999996,723.2099999999999
0,17350,4,201112,0,17.5,189.75,314.04749999999996,1256.1899999999998
0,13047,9,201110,2,18.77777777777778,154.0,356.2322222222222,3206.09
7,12405,1,201107,5,53.0,849.0,1390.3900000000006,1390.3900000000006
3,16858,1,201100,12,10.0,91.0,375.69000000000005,375.69000000000005
6,15805,17,201111,1,17.58823529411765,196.88235294117646,322.35764705882343,5480.079999999998
3,12401,1,201102,10,4.0,10.0,69.3,69.3
0,17977,1,201111,1,21.0,342.0,288.14,288.14
0,15958,1,201109,3,7.0,33.0,104.35,104.35
0,17236,6,201111,1,17.5,79.0,152.6883333333333,916.1299999999999
7,14305,2,201109,3,51.5,541.0,918.5050000000001,1837.0100000000002
0,18211,5,201111,1,8.4,71.8,120.01400000000004,600.0700000000002
3,14339,1,201104,8,13.0,156.0,299.56,299.56
3,13052,1,201105,7,18.0,222.0,348.15000000000003,348.15000000000003
0,13752,6,201108,4,12.666666666666666,146.0,197.71333333333337,1186.2800000000002
0,17030,1,201110,2,11.0,146.0,146.87,146.87
0,18105,1,201111,1,18.0,46.0,113.48000000000002,113.48000000000002
0,14775,3,201110,2,20.0,391.3333333333333,337.3,1011.9000000000001
7,14918,2,201108,4,22.5,337.5,805.075,1610.15
0,13522,1,201111,1,5.0,44.0,125.80000000000001,125.80000000000001
0,12909,5,201110,2,17.8,255.2,430.21400000000006,2151.07
0,16298,3,201111,1,9.0,66.0,199.4,598.2
0,18077,11,201112,0,20.636363636363637,170.72727272727272,239.36454545454546,2633.01
7,14725,1,201111,1,52.0,593.0,718.08,718.08
3,12845,4,201103,9,6.75,51.0,88.5225,354.09
0,12952,4,201112,0,19.75,163.25,346.9475,1387.79
0,16366,1,201111,1,18.0,256.0,327.3,327.3
7,17585,4,201108,4,53.5,417.75,283.2675,1133.07
0,12919,6,201112,0,8.333333333333334,112.16666666666667,222.53166666666667,1335.19
0,18058,1,201111,1,3.0,88.0,170.16,170.16
0,15963,2,201111,1,14.0,149.0,235.38,470.76
3,14873,1,201105,7,28.0,168.0,519.68,519.68
0,13049,2,201110,2,7.0,134.0,328.34000000000003,656.6800000000001
3,12967,2,201100,12,9.0,203.0,804.0500000000001,1608.1000000000001
0,16966,6,201112,0,4.5,330.0,358.62000000000006,2151.7200000000003
0,17186,2,201110,2,1.0,100.0,72.0,144.0
3,14924,1,201104,8,10.0,64.0,310.05,310.05
7,12480,4,201111,1,37.5,421.25,721.4075000000001,2885.6300000000006
0,15571,4,201111,1,14.25,66.0,162.60750000000002,650.4300000000001
0,15136,4,201112,0,17.0,194.0,321.67500000000007,1286.7000000000003
0,13955,2,201107,5,16.5,77.0,161.48000000000002,322.96000000000004
3,13070,1,201105,7,9.0,110.0,228.8,228.8
0,13228,1,201109,3,2.0,200.0,358.0,358.0
0,15232,2,201108,4,15.5,343.0,306.03,612.06
0,16293,10,201111,1,11.8,98.2,224.89899999999997,2248.99
0,16950,3,201110,2,14.0,214.66666666666666,392.8533333333333,1178.56
0,14880,3,201109,3,15.666666666666666,124.33333333333333,235.39666666666668,706.19
7,13878,1,201110,2,36.0,475.0,1281.53,1281.53
7,16127,1,201110,2,40.0,323.0,656.2500000000001,656.2500000000001
3,13299,1,201103,9,5.0,30.0,142.5,142.5
0,15097,1,201112,0,25.0,170.0,248.07999999999996,248.07999999999996
0,18259,3,201111,1,14.0,238.0,779.5333333333334,2338.6000000000004
0,17600,1,201111,1,13.0,144.0,161.67000000000002,161.67000000000002
0,17696,8,201111,1,14.375,219.5,285.71375,2285.71
3,14242,2,201104,8,8.0,61.5,140.27499999999998,280.54999999999995
6,18223,14,201112,0,19.285714285714285,209.42857142857142,460.55,6447.7
6,15187,15,201112,0,5.933333333333334,124.93333333333334,315.4386666666667,4731.58
0,14995,2,201111,1,30.5,51.5,116.61500000000001,233.23000000000002
2,15993,7,201112,0,78.0,291.2857142857143,394.34571428571405,2760.4199999999983
0,14861,1,201110,2,6.0,117.0,125.79000000000002,125.79000000000002
0,17232,2,201112,0,18.0,101.5,210.76000000000002,421.52000000000004
0,17692,4,201108,4,11.25,156.0,181.395,725.58
0,16826,1,201110,2,22.0,158.0,341.70000000000005,341.70000000000005
0,18261,2,201110,2,10.5,73.0,162.12,324.24
0,17738,4,201111,1,24.25,257.25,469.76249999999993,1879.0499999999997
0,12981,2,201111,1,10.0,121.0,186.11,372.22
0,16735,5,201109,3,24.8,312.2,456.15200000000016,2280.7600000000007
3,13341,1,201103,9,42.0,301.0,775.8499999999999,775.8499999999999
0,14102,5,201112,0,15.4,188.6,265.63599999999997,1328.1799999999998
3,15213,2,201101,11,12.0,136.0,164.17499999999995,328.3499999999999
2,13607,1,201110,2,98.0,290.0,678.0099999999996,678.0099999999996
3,12770,1,201105,7,12.0,743.0,1351.4499999999998,1351.4499999999998
7,16426,10,201112,0,37.2,124.3,190.82500000000002,1908.2500000000002
0,13246,6,201111,1,23.5,267.0,331.21666666666664,1987.3
0,18164,1,201111,1,24.0,184.0,399.65000000000003,399.65000000000003
0,12609,3,201109,3,19.0,213.0,321.6166666666667,964.85
0,17434,7,201112,0,18.857142857142858,241.14285714285714,335.55285714285714,2348.87
0,15081,5,201111,1,6.4,37.8,98.97,494.84999999999997
6,13018,28,201111,1,16.357142857142858,194.10714285714286,259.9178571428571,7277.699999999999
0,16817,8,201112,0,10.375,101.25,188.26874999999998,1506.1499999999999
2,12477,6,201111,1,49.666666666666664,605.1666666666666,2189.5399999999995,13137.239999999998
0,15526,2,201111,1,2.0,12.0,74.22,148.44
0,15035,1,201109,3,27.0,245.0,252.72999999999996,252.72999999999996
7,12572,2,201112,0,29.0,223.0,456.2100000000001,912.4200000000002
6,13178,11,201111,1,24.09090909090909,324.54545454545456,520.4972727272726,5725.469999999999
3,15503,1,201100,12,70.0,74.0,147.09000000000003,147.09000000000003
0,16808,2,201109,3,11.5,98.0,144.21,288.42
3,16714,2,201101,11,45.5,303.5,448.2650000000001,896.5300000000002
0,13525,2,201111,1,3.0,197.0,314.39,628.78
0,14551,2,201111,1,5.0,53.0,93.11500000000001,186.23000000000002
3,17714,1,201101,11,10.0,92.0,153.0,153.0
0,14173,4,201111,1,7.25,37.5,112.71000000000001,450.84000000000003
6,15615,23,201111,1,18.391304347826086,239.47826086956522,452.16260869565224,10399.740000000002
0,14020,2,201111,1,19.5,220.5,321.4,642.8
0,15714,2,201111,1,17.5,93.5,165.44,330.88
7,12854,3,201109,3,36.666666666666664,209.0,441.5,1324.5
0,13238,4,201111,1,7.5,74.0,170.2075,680.83
3,12447,1,201104,8,25.0,187.0,431.49,431.49
0,13685,7,201112,0,5.571428571428571,722.2857142857143,445.6342857142858,3119.4400000000005
0,13417,2,201112,0,14.0,81.0,320.415,640.83
7,18252,2,201110,2,49.0,119.5,263.33499999999987,526.6699999999997
0,12849,2,201111,1,24.5,302.5,516.625,1033.25
2,14156,54,201111,1,25.555555555555557,1057.4074074074074,2111.7746296296295,114035.83
0,15145,4,201112,0,16.75,189.0,298.68249999999995,1194.7299999999998
0,14407,5,201108,4,14.0,282.4,422.60599999999994,2113.0299999999997
0,15984,10,201112,0,26.6,183.4,281.86199999999997,2818.62
6,14735,31,201112,0,5.903225806451613,69.83870967741936,187.58677419354837,5815.19
0,13611,3,201109,3,24.666666666666668,255.33333333333334,390.59999999999997,1171.8
7,15502,9,201111,1,22.11111111111111,462.3333333333333,737.147777777778,6634.330000000002
3,14779,3,201103,9,13.666666666666666,28.0,128.71666666666667,386.15
0,16796,1,201109,3,18.0,186.0,305.62,305.62
0,16899,6,201112,0,20.833333333333332,87.0,213.59333333333333,1281.56
0,13949,6,201112,0,26.666666666666668,412.3333333333333,404.55333333333334,2427.32
2,14096,17,201112,0,299.70588235294116,960.9411764705883,3132.848823529417,53258.43000000009
7,15700,2,201106,6,42.0,176.0,342.2149999999998,684.4299999999996
3,13753,1,201102,10,35.0,512.0,741.26,741.26
0,15768,3,201108,4,9.0,81.33333333333333,207.27666666666664,621.8299999999999
0,15060,4,201112,0,30.0,65.5,75.46,301.84
3,13747,1,201100,12,1.0,8.0,79.6,79.6
0,18180,6,201112,0,19.833333333333332,286.8333333333333,307.2916666666667,1843.75
0,13917,2,201110,2,9.0,114.0,136.01999999999998,272.03999999999996
0,13645,1,201108,4,5.0,158.0,252.1,252.1
3,14340,1,201105,7,6.0,58.0,134.7,134.7
0,14537,1,201110,2,10.0,120.0,355.5600000000001,355.5600000000001
7,15088,2,201111,1,28.5,230.0,580.035,1160.07
0,12375,2,201111,1,7.5,88.0,188.75000000000003,377.50000000000006
0,13040,2,201112,0,21.5,177.5,338.495,676.99
0,18167,3,201111,1,11.666666666666666,121.33333333333333,432.72,1298.16
0,16561,2,201112,0,15.5,122.0,255.56,511.12
0,13870,8,201112,0,14.375,165.625,346.3675,2770.94
7,12970,4,201112,0,37.75,77.5,113.05999999999999,452.23999999999995
0,15514,10,201111,1,14.7,182.3,302.319,3023.19
7,16674,2,201110,2,49.0,94.0,159.805,319.61
0,12963,8,201112,0,11.875,110.125,232.07875000000004,1856.6300000000003
3,15917,1,201104,8,12.0,42.0,123.10000000000001,123.10000000000001
3,15405,1,201106,6,8.0,193.0,349.1,349.1
0,12913,5,201112,0,10.0,283.8,496.726,2483.63
0,12494,6,201111,1,11.166666666666666,114.66666666666667,168.41666666666666,1010.5
3,15445,1,201103,9,5.0,58.0,113.5,113.5
0,17695,2,201107,5,17.5,389.5,382.66999999999996,765.3399999999999
0,13643,3,201111,1,9.333333333333334,91.0,173.14666666666668,519.44
0,15937,1,201110,2,7.0,73.0,145.35,145.35
0,14262,8,201112,0,17.875,205.625,327.27874999999995,2618.2299999999996
0,16682,5,201112,0,6.0,208.0,205.59999999999997,1027.9999999999998
0,14585,1,201110,2,29.0,91.0,157.05,157.05
2,15311,90,201112,0,25.933333333333334,420.9222222222222,665.1030000000001,59859.270000000004
6,17139,12,201111,1,39.666666666666664,430.8333333333333,886.2891666666669,10635.470000000003
3,14817,2,201105,7,30.5,326.5,505.17,1010.34
2,15786,3,201110,2,88.66666666666667,1117.3333333333333,1640.6666666666677,4922.000000000003
0,12615,4,201112,0,25.25,341.25,523.2975,2093.19
7,14329,7,201111,1,36.857142857142854,441.2857142857143,712.42,4986.94
7,15529,11,201111,1,60.90909090909091,317.1818181818182,360.7072727272727,3967.7799999999997
7,12631,1,201110,2,30.0,232.0,480.50000000000017,480.50000000000017
0,12526,3,201112,0,22.666666666666668,208.0,390.8866666666666,1172.6599999999999
0,17412,7,201112,0,9.428571428571429,105.42857142857143,179.72285714285712,1258.06
3,14476,1,201103,9,19.0,132.0,215.7,215.7
0,17309,1,201109,3,12.0,41.0,82.75,82.75
0,17666,2,201112,0,9.0,298.0,364.08,728.16
0,12842,2,201109,3,17.0,273.5,559.495,1118.99
0,16343,2,201111,1,23.5,97.5,185.24,370.48
0,16830,1,201111,1,23.0,264.0,325.90999999999997,325.90999999999997
2,14954,1,201111,1,85.0,127.0,336.16999999999985,336.16999999999985
0,16493,4,201109,3,14.0,291.0,337.90749999999997,1351.6299999999999
0,15089,6,201111,1,24.166666666666668,226.5,403.4733333333334,2420.8400000000006
0,12458,2,201109,3,18.0,251.0,393.70000000000005,787.4000000000001
0,17001,11,201112,0,15.363636363636363,196.72727272727272,362.6881818181818,3989.5699999999997
0,16302,1,201108,4,10.0,134.0,212.82,212.82
0,17410,5,201111,1,12.8,123.2,242.94400000000002,1214.72
0,15776,1,201107,5,18.0,138.0,241.62000000000003,241.62000000000003
3,14542,1,201106,6,5.0,19.0,103.25000000000001,103.25000000000001
0,15478,2,201110,2,23.0,292.5,720.71,1441.42
3,17967,1,201100,12,48.0,80.0,123.07000000000002,123.07000000000002
3,13093,8,201103,9,19.875,495.125,979.05875,7832.47
7,13721,1,201111,1,28.0,316.0,524.14,524.14
7,16284,2,201111,1,54.5,272.0,411.985,823.97
0,13897,1,201110,2,17.0,200.0,311.15999999999997,311.15999999999997
0,12750,1,201108,4,15.0,137.0,275.88,275.88
2,17015,3,201111,1,72.33333333333333,660.3333333333334,614.1866666666666,1842.56
0,15227,5,201111,1,11.6,150.0,243.87999999999997,1219.3999999999999
0,13110,7,201111,1,20.714285714285715,55.42857142857143,212.66714285714284,1488.6699999999998
0,16497,6,201110,2,22.666666666666668,232.66666666666666,494.2816666666666,2965.6899999999996
0,17242,2,201108,4,20.0,305.5,567.52,1135.04
0,14034,3,201111,1,28.666666666666668,105.0,170.67333333333332,512.02
3,17704,2,201106,6,15.5,171.5,442.595,885.19
0,15345,1,201110,2,19.0,80.0,373.59,373.59
3,14465,3,201104,8,43.333333333333336,135.0,352.8733333333333,1058.62
0,13131,3,201111,1,14.666666666666666,149.0,357.76666666666665,1073.3
7,12772,1,201110,2,54.0,551.0,752.4700000000004,752.4700000000004
0,15406,2,201111,1,26.0,126.0,245.40499999999997,490.80999999999995
0,12864,1,201107,5,3.0,216.0,147.12,147.12
0,18135,5,201111,1,4.0,69.8,136.382,681.9100000000001
3,17492,1,201104,8,12.0,155.0,374.57,374.57
0,12951,6,201112,0,10.5,83.83333333333333,177.34500000000003,1064.0700000000002
3,14760,1,201102,10,3.0,28.0,53.8,53.8
0,18035,3,201111,1,17.666666666666668,203.66666666666666,243.4666666666666,730.3999999999999
0,12552,1,201110,2,19.0,85.0,317.81999999999994,317.81999999999994
6,15939,14,201109,3,5.357142857142857,337.64285714285717,435.71500000000003,6100.01
0,17468,2,201111,1,2.5,58.0,68.5,137.0
0,15103,2,201111,1,17.5,164.5,351.68,703.36
0,13697,1,201111,1,12.0,177.0,151.3,151.3
7,16791,7,201111,1,45.285714285714285,108.28571428571429,241.93285714285705,1693.5299999999993
0,14652,1,201109,3,29.0,53.0,114.18000000000002,114.18000000000002
0,12997,4,201111,1,14.75,166.0,306.72249999999997,1226.8899999999999
3,14491,2,201106,6,8.5,69.5,170.465,340.93
7,12479,1,201111,1,29.0,366.0,453.2,453.2
0,17930,5,201111,1,7.8,318.8,348.09599999999995,1740.4799999999998
3,12559,2,201102,10,9.5,139.5,250.105,500.21
0,17554,5,201112,0,17.6,352.6,390.48999999999995,1952.4499999999998
0,14219,1,201112,0,7.0,78.0,89.94,89.94
0,13787,2,201109,3,15.5,168.5,154.52,309.04
7,15041,1,201106,6,67.0,104.0,180.35000000000002,180.35000000000002
0,17655,7,201111,1,12.714285714285714,136.57142857142858,367.3914285714286,2571.7400000000002
0,17109,6,201111,1,19.5,98.16666666666667,147.50666666666666,885.04
2,17949,40,201112,0,1.575,703.7,1351.2735,54050.94
7,14525,9,201111,1,32.111111111111114,298.22222222222223,479.00222222222226,4311.02
0,13514,1,201109,3,4.0,40.0,152.20000000000002,152.20000000000002
6,17677,30,201112,0,10.066666666666666,325.6,544.0460000000002,16321.380000000005
0,18081,3,201111,1,5.666666666666667,65.0,114.48333333333335,343.45000000000005
0,16389,4,201110,2,8.5,310.5,345.51750000000004,1382.0700000000002
7,17344,1,201110,2,32.0,66.0,160.56999999999994,160.56999999999994
0,18075,10,201111,1,14.1,146.3,258.98,2589.8
7,15983,4,201111,1,28.25,223.0,368.755,1475.02
0,14696,7,201112,0,18.571428571428573,232.85714285714286,296.9928571428572,2078.9500000000003
0,18053,1,201109,3,20.0,302.0,300.02000000000004,300.02000000000004
0,14720,3,201112,0,12.333333333333334,73.0,221.26999999999998,663.81
0,13430,2,201111,1,24.0,372.5,333.485,666.97
0,17878,1,201110,2,26.0,401.0,379.45000000000005,379.45000000000005
7,14801,1,201110,2,59.0,175.0,193.1399999999999,193.1399999999999
0,14784,2,201111,1,7.5,118.5,144.995,289.99
7,12940,2,201110,2,49.5,205.5,456.7700000000001,913.5400000000002
0,13169,2,201110,2,6.5,136.0,356.43999999999994,712.8799999999999
0,16553,12,201106,6,6.916666666666667,383.0,472.4016666666667,5668.820000000001
0,17011,1,201111,1,15.0,186.0,270.90000000000003,270.90000000000003
2,12539,4,201111,1,68.25,516.75,1392.0874999999999,5568.349999999999
7,17799,10,201111,1,40.6,175.5,302.60799999999995,3026.0799999999995
0,15803,1,201110,2,8.0,290.0,415.82,415.82
3,14890,1,201103,9,7.0,51.0,125.65,125.65
0,14117,1,201107,5,3.0,72.0,90.0,90.0
3,14489,1,201105,7,30.0,299.0,463.38000000000005,463.38000000000005
0,17513,1,201109,3,6.0,254.0,513.2,513.2
0,15199,4,201110,2,3.25,99.0,317.175,1268.7
7,14016,4,201107,5,40.0,531.0,1072.8025,4291.21
0,16062,4,201111,1,16.0,200.0,288.40500000000003,1153.6200000000001
0,17685,7,201111,1,18.571428571428573,279.42857142857144,455.9328571428572,3191.53
3,17707,2,201106,6,2.5,72.0,76.2,152.4
7,12716,2,201112,0,33.5,351.5,481.7449999999998,963.4899999999996
3,14114,2,201103,9,7.5,50.5,193.26500000000001,386.53000000000003
7,12520,5,201109,3,28.8,282.8,458.90200000000004,2294.51
0,18065,14,201112,0,9.785714285714286,73.35714285714286,170.91642857142855,2392.83
3,12582,2,201104,8,10.0,148.0,175.68,351.36
3,14570,2,201103,9,14.0,47.0,108.60499999999998,217.20999999999995
6,15189,40,201112,0,5.275,153.675,405.5522500000001,16222.090000000002
0,13167,4,201111,1,16.0,193.25,194.8325,779.33
0,17490,6,201112,0,12.166666666666666,181.66666666666666,338.6066666666666,2031.6399999999999
0,12789,1,201110,2,3.0,3.0,76.85000000000001,76.85000000000001
0,16949,6,201112,0,10.0,131.83333333333334,214.37833333333336,1286.2700000000002
7,12625,2,201105,7,41.5,786.5,1187.11,2374.22
7,14222,1,201106,6,41.0,607.0,683.17,683.17
3,17118,1,201101,11,10.0,154.0,157.02,157.02
7,16710,10,201111,1,40.2,183.6,248.30400000000003,2483.0400000000004
3,12837,1,201106,6,12.0,24.0,134.1,134.1
3,15789,1,201100,12,25.0,438.0,351.3,351.3
0,14138,2,201112,0,23.5,305.0,491.1900000000001,982.3800000000002
7,16056,1,201110,2,68.0,347.0,664.85,664.85
0,14055,1,201108,4,10.0,216.0,725.6400000000001,725.6400000000001
2,13334,3,201109,3,89.33333333333333,591.3333333333334,1178.9400000000003,3536.8200000000006
0,16818,11,201111,1,17.181818181818183,196.8181818181818,304.5063636363637,3349.5700000000006
0,16083,2,201108,4,15.5,454.0,658.8100000000001,1317.6200000000001
6,13102,24,201112,0,12.541666666666666,173.91666666666666,265.13291666666663,6363.189999999999
6,15601,14,201111,1,29.214285714285715,355.85714285714283,483.1471428571429,6764.06
7,14664,2,201111,1,49.5,233.0,318.94500000000005,637.8900000000001
0,14758,4,201107,5,17.75,104.75,371.01500000000004,1484.0600000000002
2,16686,7,201110,2,83.28571428571429,289.42857142857144,435.4899999999999,3048.4299999999994
0,14001,3,201110,2,13.0,320.6666666666667,681.0266666666666,2043.08
2,14546,5,201112,0,79.0,262.6,508.7579999999999,2543.7899999999995
0,15327,1,201110,2,10.0,116.0,208.75000000000003,208.75000000000003
0,15812,5,201108,4,8.2,184.4,360.22800000000007,1801.1400000000003
7,17265,2,201107,5,63.5,197.0,281.44999999999993,562.8999999999999
7,14178,7,201112,0,46.42857142857143,214.71428571428572,228.7042857142857,1600.9299999999998
2,12359,4,201110,2,61.75,405.0,1585.67,6342.68
7,17904,1,201111,1,38.0,63.0,191.66999999999993,191.66999999999993
3,17654,1,201103,9,22.0,41.0,117.54999999999998,117.54999999999998
0,17819,7,201109,3,6.857142857142857,147.28571428571428,529.2671428571429,3704.8700000000003
0,17096,4,201111,1,12.0,84.75,255.53249999999997,1022.1299999999999
0,14412,2,201110,2,21.5,393.0,385.015,770.03
0,13460,2,201111,1,8.5,143.0,91.72,183.44
0,16859,2,201107,5,22.5,385.0,305.14,610.28
2,12611,1,201110,2,65.0,846.0,1193.32,1193.32
0,14716,2,201110,2,27.5,302.0,164.84,329.68
0,13904,2,201111,1,13.0,166.0,166.31999999999996,332.63999999999993
0,16642,2,201112,0,17.0,239.5,344.165,688.33
3,17969,2,201106,6,7.0,76.0,114.1,228.2
3,15433,2,201105,7,20.5,267.0,266.65,533.3
0,16171,1,201110,2,3.0,24.0,73.2,73.2
7,14506,5,201111,1,63.2,146.0,402.434,2012.17
0,15579,2,201110,2,25.5,60.0,174.3,348.6
6,17428,28,201112,0,11.642857142857142,338.2857142857143,615.5696428571428,17235.949999999997
0,14655,4,201112,0,12.25,272.25,483.05750000000006,1932.2300000000002
3,13706,1,201102,10,20.0,189.0,330.78999999999996,330.78999999999996
0,13414,3,201107,5,8.0,524.6666666666666,463.5,1390.5
7,14723,6,201111,1,46.166666666666664,115.5,192.76666666666662,1156.5999999999997
3,12821,1,201105,7,6.0,70.0,92.72,92.72
3,13976,1,201105,7,10.0,154.0,357.9800000000001,357.9800000000001
0,17288,7,201111,1,20.285714285714285,171.85714285714286,202.81857142857143,1419.73
6,17346,15,201112,0,33.266666666666666,109.66666666666667,177.08533333333335,2656.28
0,14400,1,201107,5,24.0,450.0,559.7,559.7
0,14108,2,201111,1,17.0,190.5,298.95500000000004,597.9100000000001
7,16511,3,201111,1,56.0,137.66666666666666,316.08666666666664,948.26
0,17682,6,201111,1,19.666666666666668,227.83333333333334,412.3883333333333,2474.33
3,15042,1,201105,7,5.0,30.0,135.93,135.93
3,16424,1,201106,6,5.0,88.0,133.56,133.56
6,14607,11,201111,1,4.636363636363637,634.0,900.1,9901.1
0,13245,1,201110,2,16.0,125.0,430.5,430.5
0,17506,1,201109,3,14.0,139.0,302.2,302.2
3,17569,1,201101,11,29.0,159.0,344.13999999999993,344.13999999999993
0,13760,2,201110,2,28.5,98.5,143.39499999999998,286.78999999999996
3,14165,1,201103,9,25.0,54.0,122.53999999999999,122.53999999999999
6,17719,15,201111,1,18.2,164.13333333333333,358.73600000000005,5381.040000000001
0,15365,7,201111,1,11.142857142857142,108.42857142857143,221.31,1549.17
7,12617,1,201111,1,42.0,213.0,355.5300000000002,355.5300000000002
0,13213,5,201110,2,18.0,272.0,304.116,1520.58
3,16617,1,201104,8,5.0,91.0,151.85000000000002,151.85000000000002
6,15738,16,201111,1,10.75,185.875,299.95125,4799.22
2,16007,4,201110,2,96.25,348.25,425.4850000000001,1701.9400000000005
0,16667,2,201110,2,26.5,118.5,285.065,570.13
7,16059,6,201110,2,30.0,107.16666666666667,243.30999999999997,1459.86
0,15530,4,201111,1,27.0,237.5,375.5875,1502.35
0,17188,7,201111,1,11.857142857142858,188.85714285714286,350.93285714285713,2456.5299999999997
0,17086,6,201112,0,16.0,309.8333333333333,341.68000000000006,2050.0800000000004
0,15841,4,201109,3,11.5,232.5,303.525,1214.1
6,16161,19,201112,0,24.63157894736842,136.47368421052633,290.34263157894736,5516.51
3,15303,1,201102,10,31.0,248.0,574.02,574.02
0,14264,2,201107,5,8.5,35.0,166.985,333.97
3,16457,1,201105,7,9.0,140.0,208.36,208.36
0,18017,3,201109,3,1.0,100.0,174.33333333333334,523.0
0,16102,3,201110,2,19.0,314.0,614.0466666666667,1842.14
0,16775,11,201111,1,14.363636363636363,40.0,154.15090909090912,1695.6600000000003
0,13487,3,201110,2,11.333333333333334,88.33333333333333,191.79999999999998,575.4
0,15520,1,201112,0,18.0,314.0,343.49999999999994,343.49999999999994
6,12540,17,201111,1,27.058823529411764,389.3529411764706,680.440588235294,11567.489999999996
6,17811,39,201112,0,21.615384615384617,106.58974358974359,198.28923076923078,7733.280000000001
0,16438,5,201112,0,26.4,92.6,159.67000000000002,798.35
0,15393,2,201111,1,6.0,75.0,115.93,231.86
3,13885,2,201106,6,14.0,91.0,253.40000000000003,506.80000000000007
7,12922,1,201107,5,28.0,370.0,405.38,405.38
0,15827,14,201109,3,7.714285714285714,61.785714285714285,122.89571428571428,1720.54
0,15241,8,201110,2,13.625,226.875,217.32375000000002,1738.5900000000001
3,14512,2,201106,6,11.5,61.0,137.64,275.28
3,15174,1,201101,11,11.0,145.0,135.75,135.75
7,13761,2,201110,2,35.0,321.0,535.325,1070.65
0,13244,1,201109,3,27.0,38.0,121.74000000000001,121.74000000000001
7,17383,1,201112,0,51.0,150.0,199.29000000000002,199.29000000000002
0,14644,2,201110,2,13.0,129.0,415.38000000000005,830.7600000000001
3,15832,1,201103,9,54.0,465.0,836.7899999999998,836.7899999999998
6,13004,18,201111,1,22.333333333333332,267.0,313.0594444444444,5635.07
7,13560,1,201112,0,33.0,64.0,174.37000000000003,174.37000000000003
0,16184,6,201110,2,7.5,93.5,193.13166666666666,1158.79
7,15272,2,201110,2,31.5,155.0,360.96999999999997,721.9399999999999
0,12923,1,201110,2,28.0,68.0,175.72,175.72
0,17274,1,201111,1,27.0,79.0,111.98000000000002,111.98000000000002
0,12455,5,201109,3,17.0,416.8,467.9719999999999,2339.8599999999997
7,13097,10,201111,1,41.9,235.9,597.882,5978.82
3,16274,1,201100,12,65.0,153.0,337.74999999999994,337.74999999999994
0,17888,7,201111,1,7.571428571428571,61.57142857142857,75.11142857142856,525.78
7,15022,4,201111,1,33.75,135.75,226.26,905.04
7,14030,8,201111,1,30.375,184.875,295.01125,2360.09
0,18276,1,201110,2,14.0,186.0,335.8599999999999,335.8599999999999
0,13138,6,201111,1,10.5,78.83333333333333,160.39833333333334,962.3900000000001
0,16203,4,201110,2,8.75,65.5,148.225,592.9
7,15641,4,201108,4,29.75,390.5,471.79999999999995,1887.1999999999998
7,14547,8,201112,0,45.625,332.25,498.3425,3986.74
7,12836,4,201110,2,43.75,266.0,653.215,2612.86
7,15033,10,201112,0,50.6,169.0,255.57200000000006,2555.7200000000007
0,16641,1,201108,4,12.0,256.0,231.10000000000002,231.10000000000002
0,13784,11,201111,1,2.8181818181818183,226.63636363636363,223.89,2462.79
7,16932,1,201110,2,53.0,87.0,161.94,161.94
3,17120,1,201104,8,18.0,120.0,307.46,307.46
0,17420,3,201110,2,10.0,88.33333333333333,199.60999999999999,598.8299999999999
0,12814,1,201108,4,1.0,48.0,85.92,85.92
3,12792,1,201103,9,24.0,215.0,344.54,344.54
7,13546,3,201111,1,32.666666666666664,119.66666666666667,208.99666666666667,626.99
3,16319,1,201105,7,3.0,72.0,404.40000000000003,404.40000000000003
7,16024,1,201111,1,62.0,378.0,245.95999999999992,245.95999999999992
0,16145,11,201112,0,20.363636363636363,283.90909090909093,345.40818181818184,3799.4900000000002
0,13193,1,201110,2,29.0,50.0,117.88000000000001,117.88000000000001
0,16589,3,201109,3,11.0,122.66666666666667,153.07999999999998,459.23999999999995
0,16332,7,201111,1,21.857142857142858,114.42857142857143,227.60000000000005,1593.2000000000003
0,17042,5,201112,0,19.6,198.8,208.87599999999998,1044.3799999999999
0,17382,1,201110,2,2.0,25.0,65.4,65.4
