Country,CustomerID,Description,InvoiceDate,InvoiceNo,Quantity,StockCode,UnitPrice
United Kingdom,customer1,CALENDAR IN SEASON DESIGN,2018-01-15,70049,1,22905,2.95
United Kingdom,customer1,LUNCH BAG CARS BLUE,2018-01-15,70049,1,20728,1.65
United Kingdom,customer1,MINI FUNKY DESIGN TAPES,2018-01-15,70049,16,10125,0.85
United Kingdom,customer1,6 GIFT TAGS VINTAGE CHRISTMAS ,2018-01-15,70049,4,23353,0.83
United Kingdom,customer1,KITCHEN METAL SIGN,2018-01-15,70049,1,82578,0.55
United Kingdom,customer1,BLUE OWL SOFT TOY,2018-01-15,70049,4,22176,2.95
United Kingdom,customer1,MAGIC DRAWING SLATE CIRCUS PARADE  ,2018-01-15,70049,10,22531,0.42
United Kingdom,customer1,CHILDRENS APRON SPACEBOY DESIGN,2018-01-15,70049,12,22367,1.95
United Kingdom,customer1,BISCUIT TIN 50'S CHRISTMAS,2018-01-15,70049,1,23247,2.89
United Kingdom,customer1,CARD CIRCUS PARADE,2018-01-15,70049,4,22716,0.42
United Kingdom,customer1,WHITE JEWELLED HEART DECORATION,2018-01-15,70049,6,85061W,0.85
United Kingdom,customer1,JUMBO BAG APPLES,2018-01-15,70049,24,23199,2.08
United Kingdom,customer1,JUMBO BAG PINK POLKADOT,2018-01-15,70049,6,22386,1.95
United Kingdom,customer1,SET OF 4 PANTRY JELLY MOULDS,2018-01-15,70049,3,22993,1.25
United Kingdom,customer1,NATURAL SLATE HEART CHALKBOARD ,2018-01-15,70049,2,22457,2.95
United Kingdom,customer1,PINK PAISLEY ROSE GIFT WRAP,2018-01-15,70049,3,22050,0.42
United Kingdom,customer1,NECKLACE+BRACELET SET BLUE BLOSSOM,2018-01-15,70049,4,90096,2.55
United Kingdom,customer1,BLACK HEART CARD HOLDER,2018-01-15,70049,25,22188,3.95
United Kingdom,customer1,ASSORTED EASTER GIFT TAGS,2018-01-15,70049,2,22857,0.85
United Kingdom,customer1,SMALL HEART MEASURING SPOONS,2018-01-15,70049,3,22196,0.85
United Kingdom,customer1,GREEN VINTAGE SPOT BEAKER,2018-01-15,70049,12,23288,0.85
United Kingdom,customer1,COLUMBIAN CUBE CANDLE,2018-01-15,70049,1,72132,1.95
United Kingdom,customer1,HAND WARMER UNION JACK,2018-01-15,70049,2,22633,1.85
United Kingdom,customer1,PAPER BUNTING WHITE LACE,2018-01-15,70049,1,22087,2.95
United Kingdom,customer1,SMALL WHITE HEART OF WICKER,2018-01-15,70049,2,23321,1.69
United Kingdom,customer1,LUNCH BAG WOODLAND,2018-01-15,70049,1,20726,1.65
United Kingdom,customer1,DECORATIVE FLORE BATHROOM BOTTLE,2018-01-15,70049,1,21775,2.51
United Kingdom,customer1,JUMBO BAG DOLLY GIRL DESIGN,2018-01-15,70049,18,22663,1.95
United Kingdom,customer1,LUNCH BAG APPLE DESIGN,2018-01-15,70049,2,23206,1.65
United Kingdom,customer1,BAKING SET 9 PIECE RETROSPOT ,2018-01-15,70049,25,22138,4.95
United Kingdom,customer1,HANGING CHICK GREEN DECORATION,2018-01-15,70049,1,22293,2.98
United Kingdom,customer1,ASSORTED COLOURS SILK FAN,2018-01-15,70049,12,15036,0.75
United Kingdom,customer1,CAKE STAND VICTORIAN FILIGREE LARGE,2018-01-15,70049,1,22184,8.47
United Kingdom,customer1,RED DINER WALL CLOCK,2018-01-15,70049,12,22193,8.5
United Kingdom,customer1,GRAND CHOCOLATECANDLE,2018-01-15,70049,24,72741,1.45
United Kingdom,customer1,TROPICAL  HONEYCOMB PAPER GARLAND ,2018-01-15,70049,1,21201,5.06
United Kingdom,customer1,SMALL POPCORN HOLDER,2018-01-15,70049,4,22197,0.72
United Kingdom,customer1,MAGIC DRAWING SLATE GO TO THE FAIR ,2018-01-15,70049,1,22529,0.42
United Kingdom,customer1,GREEN FERN SKETCHBOOK ,2018-01-15,70049,144,20762,7.62
United Kingdom,customer1,60 CAKE CASES DOLLY GIRL DESIGN,2018-01-15,70049,37,22951,0.55
United Kingdom,customer1,FANNY'S REST STOPMETAL SIGN,2018-01-15,70049,2,82599,4.21
United Kingdom,customer1,WRAP PINK FAIRY CAKES ,2018-01-15,70049,3,16156S,0.42
United Kingdom,customer1,VINTAGE DOILY JUMBO BAG RED ,2018-01-15,70049,1,23582,2.08
United Kingdom,customer1,JUMBO BAG DOILEY PATTERNS,2018-01-15,70049,3,23203,2.08
United Kingdom,customer1,IVORY HANGING DECORATION  BIRD,2018-01-15,70049,10,21389,1.66
United Kingdom,customer1,HOME SWEET HOME HANGING HEART,2018-01-15,70049,1,23399,0.85
United Kingdom,customer1,HOT WATER BOTTLE I AM SO POORLY,2018-01-15,70049,20,22835,4.65
United Kingdom,customer1,SPACEBOY BIRTHDAY CARD,2018-01-15,70049,8,22029,0.42
United Kingdom,customer1,RED 3 PIECE RETROSPOT CUTLERY SET,2018-01-15,70049,1,84997B,3.75
United Kingdom,customer1,FAIRY CAKES NOTEBOOK A7 SIZE,2018-01-15,70049,12,84536B,0.85
United Kingdom,customer1,URBAN BLACK RIBBONS ,2018-01-15,70049,6,85049H,1.25
United Kingdom,customer1,FOLDING BUTTERFLY MIRROR HOT PINK ,2018-01-15,70049,6,23280,0.83
United Kingdom,customer1,12 PENCILS SMALL TUBE RED RETROSPOT,2018-01-15,70049,1,20975,1.28
United Kingdom,customer1,WALL TIDY RETROSPOT ,2018-01-15,70049,12,22378,4.21
United Kingdom,customer1,HOT WATER BOTTLE I AM SO POORLY,2018-01-15,70049,20,22835,4.65
United Kingdom,customer1,PIN CUSHION BABUSHKA PINK,2018-01-15,70049,1,22446,3.35
United Kingdom,customer1,PLAYING CARDS KEEP CALM & CARRY ON,2018-01-15,70049,10,23503,1.25
United Kingdom,customer1,JAZZ HEARTS PURSE NOTEBOOK,2018-01-15,70049,5,20992,0.85
United Kingdom,customer1,SMALL HEART MEASURING SPOONS,2018-01-15,70049,3,22196,0.85
United Kingdom,customer1,VICTORIAN GLASS HANGING T-LIGHT,2018-01-15,70049,6,22178,1.25
United Kingdom,customer1,CERAMIC STRAWBERRY DESIGN MUG,2018-01-15,70049,1,22059,1.25
United Kingdom,customer1,TRADITIONAL KNITTING NANCY,2018-01-15,70049,10,22621,1.45
United Kingdom,customer1,GLASS JAR DIGESTIVE BISCUITS,2018-01-15,70049,12,22364,2.95
United Kingdom,customer1,PACK OF 20 NAPKINS RED APPLES,2018-01-15,70049,5,22908,1.66
United Kingdom,customer1,GUMBALL MAGAZINE RACK,2018-01-15,70049,6,22781,7.65
United Kingdom,customer1,4 LILY  BOTANICAL DINNER CANDLES,2018-01-15,70049,1,21617,3.75
United Kingdom,customer1,POTTERING IN THE SHED METAL SIGN,2018-01-15,70049,10,21174,4.21
United Kingdom,customer1,WRAP DOILEY DESIGN,2018-01-15,70049,200,23231,0.42
United Kingdom,customer1,T-LIGHT GLASS FLUTED ANTIQUE,2018-01-15,70049,2,22791,1.25
United Kingdom,customer1,VIPPASSPORT COVER ,2018-01-15,70049,6,20622,4.21
United Kingdom,customer1,TOADSTOOL MONEY BOX,2018-01-15,70049,12,21452,2.95
United Kingdom,customer1,FANNY'S REST STOPMETAL SIGN,2018-01-15,70049,1,82599,4.21
United Kingdom,customer1,NO SINGING METAL SIGN,2018-01-15,70049,1,82600,2.1
United Kingdom,customer1,LADIES & GENTLEMEN METAL SIGN,2018-01-15,70049,1,85150,2.55
United Kingdom,customer1,GREEN REGENCY TEACUP AND SAUCER,2018-01-15,70049,1,22697,2.95
United Kingdom,customer1,RIBBON REEL FLORA + FAUNA ,2018-01-15,70049,1,22081,3.36
United Kingdom,customer1,FELTCRAFT CUSHION RABBIT,2018-01-15,70049,32,22570,3.75
United Kingdom,customer1,CAKE STAND VICTORIAN FILIGREE MED,2018-01-15,70049,1,22183,6.75
United Kingdom,customer1,GLASS APOTHECARY BOTTLE TONIC,2018-01-15,70049,1,23013,3.95
United Kingdom,customer1,SPACE BOY CHILDRENS CUP,2018-01-15,70049,2,23292,1.25
United Kingdom,customer1,DOLLY GIRL LUNCH BOX,2018-01-15,70049,12,22630,1.95
United Kingdom,customer1,BLUE GIANT GARDEN THERMOMETER,2018-01-15,70049,12,22925,5.95
United Kingdom,customer1,JAM MAKING SET WITH JARS,2018-01-15,70049,12,22960,4.25
United Kingdom,customer1,VINTAGE SNAP CARDS,2018-01-15,70049,1,21790,0.85
United Kingdom,customer1,WICKER STAR ,2018-01-15,70049,6,22694,2.1
United Kingdom,customer1,PINK REGENCY TEACUP AND SAUCER,2018-01-15,70049,1,22698,2.95
United Kingdom,customer1,BROWN CHECK CAT DOORSTOP ,2018-01-15,70049,30,21407,8.47
United Kingdom,customer1,CREAM SWEETHEART MINI CHEST,2018-01-15,70049,2,85066,12.75
United Kingdom,customer1, DOLLY GIRL BEAKER,2018-01-15,70049,12,23345,1.25
United Kingdom,customer1,CERAMIC CHERRY CAKE MONEY BANK,2018-01-15,70049,10,22644,1.45
United Kingdom,customer1,RIBBON REEL MAKING SNOWMEN ,2018-01-15,70049,3,22736,1.65
United Kingdom,customer1,36 PENCILS TUBE SKULLS,2018-01-15,70049,120,20978,1.25
United Kingdom,customer1,LANDMARK FRAME NOTTING HILL ,2018-01-15,70049,1,23555,12.5
United Kingdom,customer1,SMALL HEART MEASURING SPOONS,2018-01-15,70049,12,22196,0.85
United Kingdom,customer1,LOCAL CAFE MUG,2018-01-15,70049,5,22190,2.51
United Kingdom,customer1,SET/3 RED GINGHAM ROSE STORAGE BOX,2018-01-15,70049,1,21430,3.75
United Kingdom,customer1,SET OF 12 T-LIGHTS VINTAGE DOILEY,2018-01-15,70049,24,23359,1.95
United Kingdom,customer1,DRAWER KNOB CRACKLE GLAZE PINK,2018-01-15,70049,6,23031,1.65
United Kingdom,customer1,SPACE OWL,2018-01-15,70049,2,21026,1.25
United Kingdom,customer8,ABSTRACT CIRCLE JOURNAL ,2018-01-11,70050,12,20770,2.51
United Kingdom,customer8,WOODEN TREE CHRISTMAS SCANDINAVIAN,2018-01-11,70050,1,22579,0.85
United Kingdom,customer8,WRAP GREEN PEARS ,2018-01-11,70050,1,22705,0.42
United Kingdom,customer8,BATHROOM METAL SIGN,2018-01-11,70050,4,82580,0.55
United Kingdom,customer8,BLUE GIANT GARDEN THERMOMETER,2018-01-11,70050,8,22925,5.95
United Kingdom,customer8,RED  HARMONICA IN BOX ,2018-01-11,70050,1,21915,1.25
United Kingdom,customer8,LUNCH BAG WOODLAND,2018-01-11,70050,4,20726,1.65
United Kingdom,customer8,ROSES REGENCY TEACUP AND SAUCER ,2018-01-11,70050,1,22699,2.95
United Kingdom,customer8,MINI LIGHTS WOODLAND MUSHROOMS,2018-01-11,70050,3,23480,3.75
United Kingdom,customer8,BUNNY WOODEN PAINTED WITH BIRD ,2018-01-11,70050,10,22228,0.85
United Kingdom,customer8,JUMBO BAG OWLS,2018-01-11,70050,1,20713,1.95
United Kingdom,customer8,WOODEN ROUNDERS GARDEN SET ,2018-01-11,70050,1,22607,9.95
United Kingdom,customer8,SET OF 6 3D KIT CARDS FOR KIDS,2018-01-11,70050,12,85227,1.66
United Kingdom,customer8,PACK OF 72 SKULL CAKE CASES,2018-01-11,70050,6,21213,0.55
United Kingdom,customer8,DINOSAURS  WRITING SET ,2018-01-11,70050,4,21329,1.65
United Kingdom,customer8,PAPER BUNTING RETROSPOT,2018-01-11,70050,8,22090,5.91
United Kingdom,customer8,CHOCOLATE CALCULATOR,2018-01-11,70050,32,21832,1.65
United Kingdom,customer8,ANTIQUE SILVER TEA GLASS ETCHED,2018-01-11,70050,1,84946,2.51
United Kingdom,customer8,GIN + TONIC DIET METAL SIGN,2018-01-11,70050,1,21175,2.1
United Kingdom,customer8,VICTORIAN GLASS HANGING T-LIGHT,2018-01-11,70050,2,22178,1.25
United Kingdom,customer8,HEART OF WICKER SMALL,2018-01-11,70050,12,22469,1.45
United Kingdom,customer8,SET/3 RED GINGHAM ROSE STORAGE BOX,2018-01-11,70050,3,21430,3.75
United Kingdom,customer8,SCANDINAVIAN REDS RIBBONS,2018-01-11,70050,12,85049E,1.25
United Kingdom,customer8,PINK HEARTS LIGHT CHAIN ,2018-01-11,70050,12,85180B,9.32
United Kingdom,customer8,PARTY FOOD SHOPPER BAG,2018-01-11,70050,25,20716,2.51
United Kingdom,customer8,JUMBO BAG ALPHABET,2018-01-11,70050,4,23201,2.08
United Kingdom,customer8,6 GIFT TAGS 50'S CHRISTMAS ,2018-01-11,70050,24,23354,0.83
United Kingdom,customer8,BIG DOUGHNUT FRIDGE MAGNETS,2018-01-11,70050,1,21700,8.47
United Kingdom,customer8,ORIGAMI VANILLA INCENSE/CANDLE SET ,2018-01-11,70050,2,17012A,2.51
United Kingdom,customer8,FELTCRAFT PRINCESS CHARLOTTE DOLL,2018-01-11,70050,72,22749,3.75
United Kingdom,customer8,HANGING METAL HEART LANTERN,2018-01-11,70050,1,22464,1.65
United Kingdom,customer8,RED KITCHEN SCALES,2018-01-11,70050,10,22625,8.5
United Kingdom,customer8,FELTCRAFT PRINCESS OLIVIA DOLL,2018-01-11,70050,2,22751,3.75
United Kingdom,customer8,GLITTER BUTTERFLY CLIPS,2018-01-11,70050,2,20828,2.55
United Kingdom,customer8,PINK POLKADOT BOWL,2018-01-11,70050,3,20677,1.25
United Kingdom,customer8,ENGLISH ROSE HOT WATER BOTTLE,2018-01-11,70050,7,84030E,3.75
United Kingdom,customer8,GARDENERS KNEELING PAD KEEP CALM ,2018-01-11,70050,75,23301,1.65
United Kingdom,customer8,PACK OF 60 SPACEBOY CAKE CASES,2018-01-11,70050,5,22417,0.55
United Kingdom,customer8,IVORY SWEETHEART WIRE LETTER RACK ,2018-01-11,70050,1,23152,3.75
United Kingdom,customer8,NUMBER TILE COTTAGE GARDEN 0 ,2018-01-11,70050,2,22868,1.95
United Kingdom,customer11,SET OF 3 REGENCY CAKE TINS,2018-01-11,70051,2,23245,4.95
United Kingdom,customer11,RED STRIPE CERAMIC DRAWER KNOB,2018-01-11,70051,1,21668,1.25
United Kingdom,customer11,WOODEN PICTURE FRAME WHITE FINISH,2018-01-11,70051,1,82482,2.1
United Kingdom,customer11,DOORMAT UNION FLAG,2018-01-11,70051,12,48138,7.95
United Kingdom,customer11,MAGIC DRAWING SLATE DINOSAUR,2018-01-11,70051,10,22537,0.42
United Kingdom,customer11,HOMEMADE JAM SCENTED CANDLES,2018-01-11,70051,2,22969,1.45
United Kingdom,customer11,VINTAGE CHRISTMAS BUNTING,2018-01-11,70051,1,23313,4.95
United Kingdom,customer11,SET OF 36 DOILIES SPACEBOY DESIGN ,2018-01-11,70051,2,22416,2.98
United Kingdom,customer11,MIRROR MOSAIC CANDLE PLATE,2018-01-11,70051,2,22104,1.66
United Kingdom,customer11,SET/5 RED RETROSPOT LID GLASS BOWLS,2018-01-11,70051,2,20914,2.55
United Kingdom,customer11,ZINC METAL HEART DECORATION,2018-01-11,70051,12,84836,1.25
United Kingdom,customer11,WOODEN UNION JACK BUNTING,2018-01-11,70051,1,22499,12.72
United Kingdom,customer11,LUNCH BAG ALPHABET DESIGN,2018-01-11,70051,20,23207,1.65
United Kingdom,customer11,SET OF 4 PANTRY JELLY MOULDS,2018-01-11,70051,2,22993,1.25
United Kingdom,customer11,CINAMMON SET OF 9 T-LIGHTS,2018-01-11,70051,1,85231B,0.85
United Kingdom,customer11,CERAMIC PIRATE CHEST MONEY BANK,2018-01-11,70051,1,22650,1.45
United Kingdom,customer11,SET 12 COLOUR PENCILS DOLLY GIRL ,2018-01-11,70051,6,23368,0.65
United Kingdom,customer11,ALARM CLOCK BAKELIKE RED ,2018-01-11,70051,1,22727,3.75
United Kingdom,customer11,PENS ASSORTED FUNKY JEWELED ,2018-01-11,70051,1,22608,1.66
United Kingdom,customer11,SINGLE HEART ZINC T-LIGHT HOLDER,2018-01-11,70051,1,84970L,0.95
United Kingdom,customer11,PAINTED LIGHTBULB RAINBOW DESIGN,2018-01-11,70051,3,79144C,0.84
United Kingdom,customer11,T-LIGHT GLASS FLUTED ANTIQUE,2018-01-11,70051,50,22791,1.25
United Kingdom,customer11,CLOTHES PEGS RETROSPOT PACK 24 ,2018-01-11,70051,6,22558,1.25
United Kingdom,customer11,ASSORTED TUTTI FRUTTI BRACELET,2018-01-11,70051,40,21650,0.65
United Kingdom,customer11,OFFICE MUG WARMER PINK,2018-01-11,70051,3,22313,2.95
United Kingdom,customer28,GUMBALL COAT RACK,2018-04-16,70052,12,22467,2.55
United Kingdom,customer28,3 STRIPEY MICE FELTCRAFT,2018-04-16,70052,36,22150,1.95
United Kingdom,customer28,LUNCH BAG SUKI  DESIGN ,2018-04-16,70052,24,22383,1.65
United Kingdom,customer28,TOILET SIGN OCCUPIED OR VACANT,2018-04-16,70052,2,23182,0.83
United Kingdom,customer28,ENAMEL BREAD BIN CREAM,2018-04-16,70052,3,22424,10.95
United Kingdom,customer28,PINK BABY BUNTING,2018-04-16,70052,8,22668,5.91
United Kingdom,customer15,WOODLAND DESIGN  COTTON TOTE BAG,2018-09-08,70053,5,21578,2.25
United Kingdom,customer15,JUMBO BAG SPACEBOY DESIGN,2018-09-08,70053,4,22385,1.95
United Kingdom,customer15,LAVENDER SCENTED FABRIC HEART,2018-09-08,70053,92,21114,1.25
United Kingdom,customer15,CHARLOTTE BAG SUKI DESIGN,2018-09-08,70053,1,22355,0.85
United Kingdom,customer15,SET OF 3 WOODEN HEART DECORATIONS,2018-09-08,70053,2,23263,1.25
United Kingdom,customer15,POPPY'S PLAYHOUSE LIVINGROOM ,2018-09-08,70053,24,22746,4.21
United Kingdom,customer15,6 GIFT TAGS VINTAGE CHRISTMAS ,2018-09-08,70053,4,23353,0.83
United Kingdom,customer15,SET 10 LIGHTS NIGHT OWL,2018-09-08,70053,24,22179,6.75
United Kingdom,customer15,LANDMARK FRAME OXFORD STREET,2018-09-08,70053,7,23554,10.95
United Kingdom,customer15,TIGRIS EYE CHUNKY CHARM BRACELET,2018-09-08,70053,2,90175D,8.95
United Kingdom,customer15,ROCKING HORSE RED CHRISTMAS ,2018-09-08,70053,24,22571,0.72
United Kingdom,customer15,DRAWER KNOB CERAMIC BLACK,2018-09-08,70053,24,23034,1.45
United Kingdom,customer15,TRADITIONAL KNITTING NANCY,2018-09-08,70053,2,22621,1.45
United Kingdom,customer15,SET/2 RED RETROSPOT TEA TOWELS ,2018-09-08,70053,12,21035,2.95
United Kingdom,customer15,"BIRTHDAY CARD, RETRO SPOT",2018-09-08,70053,18,22819,0.42
United Kingdom,customer15,RECYCLED ACAPULCO MAT TURQUOISE,2018-09-08,70053,5,23052,8.25
United Kingdom,customer15,6 ROCKET BALLOONS ,2018-09-08,70053,12,22439,0.65
United Kingdom,customer15,SET/5 RED RETROSPOT LID GLASS BOWLS,2018-09-08,70053,3,20914,2.55
United Kingdom,customer15,SET OF 20 KIDS COOKIE CUTTERS,2018-09-08,70053,8,84375,2.1
United Kingdom,customer15,ROSES REGENCY TEACUP AND SAUCER ,2018-09-08,70053,15,22699,2.95
United Kingdom,customer15,ZINC T-LIGHT HOLDER STARS SMALL,2018-09-08,70053,1,23144,0.72
United Kingdom,customer15,TRADITIONAL PICK UP STICKS GAME ,2018-09-08,70053,3,23570,1.25
United Kingdom,customer15,STAR DECORATION PAINTED ZINC ,2018-09-08,70053,2,22338,0.65
United Kingdom,customer15,6 RIBBONS RUSTIC CHARM,2018-09-08,70053,24,22077,1.65
United Kingdom,customer15,SINGLE HEART ZINC T-LIGHT HOLDER,2018-09-08,70053,240,84970L,0.95
United Kingdom,customer15,BLACK TEA TOWEL CLASSIC DESIGN,2018-09-08,70053,12,22481,1.25
United Kingdom,customer18,BLUE PAPER PARASOL ,2018-06-09,70054,2,15044B,2.95
United Kingdom,customer18,SCANDINAVIAN REDS RIBBONS,2018-06-09,70054,8,85049E,1.25
United Kingdom,customer18,IVORY GIANT GARDEN THERMOMETER,2018-06-09,70054,1,22926,5.95
United Kingdom,customer18,DOORMAT KEEP CALM AND COME IN,2018-06-09,70054,2,23284,6.75
United Kingdom,customer18,GIRLS VINTAGE TIN SEASIDE BUCKET,2018-06-09,70054,2,21715,2.55
United Kingdom,customer18,WOODEN UNION JACK BUNTING,2018-06-09,70054,1,22499,12.72
United Kingdom,customer18,SCOTTIE DOG HOT WATER BOTTLE,2018-06-09,70054,8,22111,4.95
United Kingdom,customer18,JUMBO SHOPPER VINTAGE RED PAISLEY,2018-06-09,70054,2,22411,1.95
United Kingdom,customer18,POSTE FRANCE CUSHION COVER,2018-06-09,70054,5,23394,3.75
United Kingdom,customer18,BABUSHKA LIGHTS STRING OF 10,2018-06-09,70054,2,22468,6.75
United Kingdom,customer18,SET OF 4 ENGLISH ROSE COASTERS,2018-06-09,70054,3,84510A,1.25
United Kingdom,customer18,ZINC METAL HEART DECORATION,2018-06-09,70054,1,84836,1.25
United Kingdom,customer18,CHARLIE+LOLA PINK HOT WATER BOTTLE,2018-06-09,70054,6,84032A,3.36
United Kingdom,customer18,BEWARE OF THE CAT METAL SIGN ,2018-06-09,70054,6,21165,4.21
United Kingdom,customer18,FLOWER VINE RAFFIA FOOD COVER,2018-06-09,70054,3,21470,3.75
United Kingdom,customer18,HANGING HEART JAR T-LIGHT HOLDER,2018-06-09,70054,1,84978,1.25
United Kingdom,customer18,STRAWBERRIES  DESIGN FLANNEL ,2018-06-09,70054,4,21945,1.66
United Kingdom,customer18,SCOTTIE DOG HOT WATER BOTTLE,2018-06-09,70054,2,22111,4.95
United Kingdom,customer18,BOX OF 6 MINI VINTAGE CRACKERS,2018-06-09,70054,2,23318,4.96
United Kingdom,customer18,SMALL LICORICE DES PINK BOWL,2018-06-09,70054,2,84596E,1.25
United Kingdom,customer18,VINTAGE SNAP CARDS,2018-06-09,70054,2,21790,0.85
United Kingdom,customer18,YELLOW COAT RACK PARIS FASHION,2018-06-09,70054,64,22912,4.95
United Kingdom,customer18,DOILEY STORAGE TIN,2018-06-09,70054,1,23236,2.89
United Kingdom,customer18,PIGGY BANK RETROSPOT ,2018-06-09,70054,2,22637,2.55
United Kingdom,customer18,BLUE STRIPE CERAMIC DRAWER KNOB,2018-06-09,70054,3,21669,1.25
United Kingdom,customer18,HOT WATER BOTTLE TEA AND SYMPATHY,2018-06-09,70054,60,22114,3.45
United Kingdom,customer18,12 PENCILS SMALL TUBE RED RETROSPOT,2018-06-09,70054,12,20975,1.28
United Kingdom,customer18,REGENCY SUGAR BOWL GREEN,2018-06-09,70054,1,23174,4.15
United Kingdom,customer18,PACK OF 12 PINK POLKADOT TISSUES,2018-06-09,70054,2,21986,0.29
United Kingdom,customer18,WOODEN SCHOOL COLOURING SET,2018-06-09,70054,12,22561,1.65
United Kingdom,customer18,SET 10 CARDS 12 DAYS WRAP  17058,2018-06-09,70054,2,23614,3.33
United Kingdom,customer18,REGENCY SUGAR BOWL GREEN,2018-06-09,70054,2,23174,4.15
United Kingdom,customer18,CERAMIC HEART FAIRY CAKE MONEY BANK,2018-06-09,70054,12,22645,1.45
United Kingdom,customer18,FOLDING UMBRELLA RED/WHITE POLKADOT,2018-06-09,70054,24,21706,4.95
United Kingdom,customer18,HOME BUILDING BLOCK WORD,2018-06-09,70054,1,21754,5.95
United Kingdom,customer18,PINK 3 PIECE POLKADOT CUTLERY SET,2018-06-09,70054,2,84997D,3.75
United Kingdom,customer18,BLACK BIRD GARDEN DESIGN MUG,2018-06-09,70054,24,85160B,16.13
United Kingdom,customer18,CHRISTMAS CRAFT LITTLE FRIENDS,2018-06-09,70054,2,22144,2.1
United Kingdom,customer18,SKULL SHOULDER BAG,2018-06-09,70054,7,21934,1.65
United Kingdom,customer18,SET OF 3 REGENCY CAKE TINS,2018-06-09,70054,2,23245,4.95
United Kingdom,customer18,ROUND CAKE TIN VINTAGE GREEN,2018-06-09,70054,1,22841,16.13
United Kingdom,customer18,VICTORIAN SEWING BOX MEDIUM,2018-06-09,70054,25,21257,7.95
United Kingdom,customer18,FIVE CATS HANGING DECORATION,2018-06-09,70054,4,22317,5.91
United Kingdom,customer18,PACK 3 BOXES CHRISTMAS PANNETONE,2018-06-09,70054,1,22812,1.95
United Kingdom,customer18,PARTY BUNTING,2018-06-09,70054,1,47566,9.32
United Kingdom,customer18,SWEETHEART CAKESTAND 3 TIER,2018-06-09,70054,2,22776,9.95
United Kingdom,customer18,SKULL SHOULDER BAG,2018-06-09,70054,2,21934,1.65
United Kingdom,customer18,PAPER BUNTING RETROSPOT,2018-06-09,70054,20,22090,5.91
United Kingdom,customer8,SWEETHEART CAKESTAND 3 TIER,2018-10-19,70055,12,22776,9.95
United Kingdom,customer3,WRAP CHRISTMAS VILLAGE,2018-05-17,70056,12,22959,0.42
United Kingdom,customer3,RED  HARMONICA IN BOX ,2018-05-17,70056,1,21915,1.25
United Kingdom,customer3,WRAP ALPHABET DESIGN,2018-05-17,70056,8,23230,0.42
United Kingdom,customer3,CREAM HEART CARD HOLDER,2018-05-17,70056,6,22189,3.95
United Kingdom,customer3,SET OF 2 TINS VINTAGE BATHROOM ,2018-05-17,70056,2,22497,8.47
United Kingdom,customer3,WHITE WICKER STAR ,2018-05-17,70056,2,23323,2.1
United Kingdom,customer9,TOY TIDY PINK POLKADOT,2018-01-20,70057,48,22381,1.85
United Kingdom,customer9,CERAMIC STRAWBERRY CAKE MONEY BANK,2018-01-20,70057,1,22646,1.45
United Kingdom,customer9,RED TOADSTOOL LED NIGHT LIGHT,2018-01-20,70057,20,21731,1.65
United Kingdom,customer9,WOOD STAMP SET FLOWERS,2018-01-20,70057,12,22211,1.65
United Kingdom,customer9,POPPY'S PLAYHOUSE BATHROOM,2018-01-20,70057,2,22747,4.21
United Kingdom,customer9,WHITE SKULL HOT WATER BOTTLE ,2018-01-20,70057,6,21479,3.75
United Kingdom,customer9,DINOSAURS  WRITING SET ,2018-01-20,70057,4,21329,1.65
United Kingdom,customer9,SMALL RED RETROSPOT MUG IN BOX ,2018-01-20,70057,24,22070,3.75
United Kingdom,customer20,PLASTERS IN TIN SKULLS,2018-12-24,70058,3,22553,1.65
United Kingdom,customer20,RED FLORAL FELTCRAFT SHOULDER BAG,2018-12-24,70058,1,20969,7.62
United Kingdom,customer20,COFFEE MUG DOG + BALL DESIGN,2018-12-24,70058,3,22300,5.06
United Kingdom,customer20,TREASURE ISLAND BOOK BOX,2018-12-24,70058,40,23177,2.25
United Kingdom,customer20,FRYING PAN UNION FLAG,2018-12-24,70058,1,22207,8.47
United Kingdom,customer27,NATURAL SLATE HEART CHALKBOARD ,2018-08-04,70059,3,22457,2.95
United Kingdom,customer27,GUMBALL COAT RACK,2018-08-04,70059,8,22467,2.55
United Kingdom,customer19,MOUSE TOY WITH PINK T-SHIRT,2018-10-23,70060,1,84580,4.21
United Kingdom,customer18,PAPER CHAIN KIT 50'S CHRISTMAS ,2018-09-24,70061,3,22086,2.55
United Kingdom,customer18,TOY TIDY DOLLY GIRL DESIGN,2018-09-24,70061,1,22664,2.1
United Kingdom,customer18,RECYCLED ACAPULCO MAT GREEN,2018-09-24,70061,1,23050,8.25
United Kingdom,customer18,KINGS CHOICE MUG,2018-09-24,70061,2,21875,3.36
United Kingdom,customer18,JUMBO BAG OWLS,2018-09-24,70061,1,20713,1.95
United Kingdom,customer18,FUNKY DIVA PEN,2018-09-24,70061,3,22741,1.66
United Kingdom,customer18,SET OF 36 PAISLEY FLOWER DOILIES,2018-09-24,70061,48,21974,2.98
United Kingdom,customer18,SET/20 RED RETROSPOT PAPER NAPKINS ,2018-09-24,70061,4,21080,0.64
United Kingdom,customer18,LUNCH BAG WOODLAND,2018-09-24,70061,4,20726,1.65
United Kingdom,customer18,KEY CABINET MA CAMPAGNE,2018-09-24,70061,1,22763,9.95
