cluster_k,CustomerID,InvoiceNumberYear,LastInvoiceMonth,LastInvoiceMonthNb,MeanLinesPerInvoice,MeanQuantityPerInvoice,MeanAmountPerInvoice,TotalAmountSpent
7,15412,1,201106,6,10.0,108.0,190.53000000000003,190.53000000000003
6,15414,3,201111,1,13.0,147.66666666666666,258.29999999999995,774.8999999999999
7,15415,1,201101,11,48.0,575.0,572.8099999999998,572.8099999999998
4,15417,1,201109,3,28.0,284.0,508.8000000000001,508.8000000000001
0,15419,1,201111,1,8.0,230.0,135.86,135.86
6,15421,4,201110,2,13.25,125.0,237.59000000000003,950.3600000000001
7,15422,2,201101,11,3.0,19.0,48.85,97.7
0,15423,1,201111,1,2.0,101.0,43.5,43.5
7,15424,2,201103,9,8.5,277.0,191.67000000000002,383.34000000000003
3,15426,5,201111,1,58.0,134.4,287.97799999999995,1439.8899999999999
2,15427,3,201111,1,102.0,337.6666666666667,494.37999999999994,1483.1399999999999
0,15428,1,201111,1,6.0,102.0,93.78,93.78
4,15429,2,201111,1,41.0,190.0,198.675,397.35
0,15432,1,201111,1,10.0,65.0,171.19,171.19
7,15433,2,201105,7,20.5,267.0,266.65,533.3
3,15434,5,201112,0,10.4,128.4,200.49600000000004,1002.4800000000001
0,15435,1,201111,1,29.0,54.0,149.29000000000005,149.29000000000005
2,15436,3,201111,1,109.66666666666667,204.33333333333334,374.17666666666656,1122.5299999999997
7,15437,1,201103,9,45.0,79.0,200.16000000000003,200.16000000000003
0,15438,1,201107,5,25.0,59.0,156.57999999999998,156.57999999999998
6,15440,3,201110,2,20.666666666666668,65.66666666666667,127.89333333333336,383.68000000000006
4,15442,1,201104,8,2.0,120.0,594.0,594.0
2,15444,2,201111,1,109.5,382.0,709.13,1418.26
7,15445,1,201103,9,5.0,58.0,113.5,113.5
7,15447,1,201101,11,9.0,85.0,155.17,155.17
7,15448,1,201101,11,28.0,232.0,494.64000000000004,494.64000000000004
1,15449,3,201111,1,20.0,270.6666666666667,324.8399999999999,974.5199999999998
4,15450,1,201111,1,30.0,376.0,429.84,429.84
6,15452,3,201111,1,19.333333333333332,94.33333333333333,179.57666666666663,538.7299999999999
3,15453,7,201112,0,40.857142857142854,120.71428571428571,198.3385714285714,1388.37
7,15454,1,201100,12,25.0,86.0,179.10000000000002,179.10000000000002
7,15456,3,201103,9,20.0,220.0,149.07333333333335,447.22
2,15457,1,201103,9,58.0,132.0,237.07000000000002,237.07000000000002
0,15458,1,201111,1,7.0,156.0,161.64,161.64
7,15460,1,201100,12,58.0,109.0,216.76,216.76
0,15462,3,201109,3,3.6666666666666665,57.333333333333336,78.2,234.60000000000002
0,15463,1,201111,1,7.0,106.0,126.14,126.14
5,15464,1,201101,11,157.0,350.0,1048.8500000000006,1048.8500000000006
2,15466,1,201109,3,57.0,246.0,334.53000000000014,334.53000000000014
6,15467,3,201111,1,17.333333333333332,103.33333333333333,174.95999999999995,524.8799999999999
0,15468,2,201110,2,12.0,77.5,233.75499999999997,467.50999999999993
4,15469,2,201110,2,12.0,76.5,269.275,538.55
2,15471,1,201112,0,77.0,266.0,469.47999999999985,469.47999999999985
2,15472,1,201108,4,76.0,251.0,371.56,371.56
3,15473,6,201111,1,1.5,98.66666666666667,261.2,1567.2
4,15475,1,201109,3,29.0,319.0,454.10999999999984,454.10999999999984
1,15478,2,201110,2,23.0,292.5,720.71,1441.42
5,15480,1,201108,4,45.0,303.0,905.5,905.5
6,15483,4,201107,5,22.0,73.75,58.452500000000015,233.81000000000006
0,15488,1,201109,3,2.0,73.0,91.32000000000001,91.32000000000001
1,15489,3,201111,1,16.666666666666668,202.66666666666666,378.09333333333325,1134.2799999999997
4,15492,2,201111,1,17.5,241.5,329.72999999999996,659.4599999999999
5,15494,2,201111,1,62.5,574.0,649.6150000000002,1299.2300000000005
1,15497,2,201111,1,7.5,312.0,631.1,1262.2
1,15500,4,201112,0,17.0,143.0,282.89,1131.56
2,15503,1,201100,12,70.0,74.0,147.09000000000003,147.09000000000003
0,15504,1,201109,3,13.0,33.0,52.83000000000001,52.83000000000001
2,15506,3,201111,1,54.666666666666664,282.6666666666667,326.41999999999996,979.2599999999999
4,15507,1,201106,6,46.0,162.0,492.35999999999996,492.35999999999996
3,15508,6,201106,6,15.333333333333334,73.33333333333333,166.71166666666667,1000.27
7,15510,1,201101,11,1.0,2.0,250.0,250.0
6,15511,5,201111,1,32.0,54.2,181.846,909.23
0,15512,2,201107,5,3.5,34.0,60.5,121.0
0,15516,3,201110,2,5.0,9.0,20.81,62.43
7,15517,1,201104,8,27.0,293.0,267.03000000000003,267.03000000000003
4,15520,1,201112,0,18.0,314.0,343.49999999999994,343.49999999999994
0,15522,2,201111,1,28.5,286.5,199.42000000000002,398.84000000000003
4,15523,1,201109,3,10.0,132.0,412.00999999999993,412.00999999999993
4,15524,1,201111,1,1.0,4.0,440.0,440.0
2,15525,3,201112,0,58.333333333333336,137.33333333333334,269.5066666666666,808.5199999999999
0,15526,2,201111,1,2.0,12.0,74.22,148.44
7,15528,1,201103,9,26.0,123.0,229.32999999999993,229.32999999999993
1,15530,4,201111,1,27.0,237.5,375.5875,1502.35
1,15532,4,201111,1,62.5,128.25,381.33249999999987,1525.3299999999995
6,15533,3,201111,1,27.0,93.33333333333333,264.5733333333333,793.7199999999999
6,15535,3,201106,6,24.666666666666668,43.666666666666664,171.39999999999998,514.1999999999999
7,15537,1,201106,6,24.0,29.0,110.92000000000003,110.92000000000003
4,15539,1,201112,0,41.0,410.0,538.46,538.46
0,15540,1,201111,1,15.0,200.0,213.30000000000004,213.30000000000004
0,15541,1,201108,4,29.0,49.0,85.13000000000002,85.13000000000002
7,15543,1,201102,10,28.0,86.0,127.85999999999999,127.85999999999999
0,15545,2,201110,2,40.5,81.5,146.36,292.72
6,15550,4,201112,0,15.25,73.75,143.9075,575.63
4,15551,1,201111,1,29.0,218.0,436.05999999999995,436.05999999999995
7,15552,1,201105,7,17.0,60.0,90.12,90.12
2,15553,1,201110,2,56.0,451.0,437.22999999999985,437.22999999999985
7,15554,1,201103,9,14.0,74.0,217.2,217.2
4,15556,1,201111,1,31.0,236.0,279.77,279.77
4,15557,1,201111,1,20.0,219.0,473.65,473.65
6,15561,4,201111,1,6.0,64.5,183.16000000000003,732.6400000000001
7,15562,1,201100,12,1.0,39.0,134.55,134.55
1,15563,3,201111,1,37.0,480.3333333333333,453.8133333333335,1361.4400000000005
0,15565,2,201110,2,4.0,30.0,86.58000000000001,173.16000000000003
0,15567,1,201111,1,7.0,223.0,186.01000000000002,186.01000000000002
6,15568,3,201112,0,17.666666666666668,153.66666666666666,252.76333333333332,758.29
3,15569,5,201108,4,6.2,133.2,275.14199999999994,1375.7099999999998
6,15571,4,201111,1,14.25,66.0,162.60750000000002,650.4300000000001
2,15573,2,201111,1,51.5,181.0,299.75,599.5
6,15574,4,201106,6,42.0,87.25,175.56249999999997,702.2499999999999
5,15576,1,201111,1,45.0,404.0,940.6700000000002,940.6700000000002
0,15577,3,201107,5,13.0,29.666666666666668,86.29333333333334,258.88
7,15578,1,201106,6,13.0,52.0,127.1,127.1
0,15579,2,201110,2,25.5,60.0,174.3,348.6
3,15581,10,201107,5,14.6,28.3,72.16300000000001,721.6300000000001
6,15582,3,201111,1,14.666666666666666,151.0,227.63666666666668,682.9100000000001
6,15584,4,201111,1,30.25,78.0,179.15249999999997,716.6099999999999
4,15585,1,201106,6,31.0,320.0,455.30000000000007,455.30000000000007
6,15587,4,201110,2,2.25,78.0,228.42000000000002,913.6800000000001
7,15589,3,201103,9,9.333333333333334,80.66666666666667,152.19333333333333,456.58
4,15592,1,201110,2,24.0,354.0,388.58,388.58
0,15593,1,201109,3,5.0,60.0,199.8,199.8
1,15596,4,201105,7,18.25,137.75,339.8225,1359.29
4,15597,1,201111,1,22.0,279.0,324.57,324.57
0,15598,1,201110,2,14.0,160.0,240.68,240.68
4,15599,2,201111,1,26.0,359.0,380.87,761.74
3,15602,9,201112,0,5.0,121.33333333333333,136.12444444444444,1225.12
0,15603,1,201109,3,2.0,96.0,48.480000000000004,48.480000000000004
0,15604,1,201110,2,17.0,159.0,216.39000000000001,216.39000000000001
3,15605,5,201111,1,13.4,88.2,239.64600000000002,1198.23
7,15607,1,201101,11,13.0,202.0,104.76,104.76
1,15608,4,201111,1,15.0,178.5,273.42,1093.68
7,15609,1,201106,6,14.0,145.0,270.03000000000003,270.03000000000003
0,15610,1,201110,2,6.0,66.0,112.46,112.46
3,15611,11,201111,1,3.727272727272727,45.63636363636363,142.76818181818183,1570.45
0,15612,2,201111,1,3.0,26.0,97.575,195.15
6,15618,4,201111,1,10.5,107.25,189.2325,756.93
0,15619,1,201111,1,3.0,136.0,336.40000000000003,336.40000000000003
1,15620,3,201110,2,33.0,301.0,512.7266666666666,1538.1799999999998
1,15621,4,201112,0,3.75,119.25,303.5175,1214.07
4,15623,1,201107,5,19.0,125.0,301.03,301.03
6,15624,4,201108,4,8.5,89.25,147.0325,588.13
1,15625,4,201108,4,15.75,294.0,379.81500000000005,1519.2600000000002
4,15626,2,201109,3,24.5,383.0,337.9,675.8
1,15630,2,201110,2,30.0,400.0,593.175,1186.35
0,15634,1,201111,1,15.0,99.0,243.55,243.55
4,15636,2,201109,3,12.5,142.0,362.38,724.76
0,15637,1,201110,2,15.0,128.0,223.36,223.36
4,15639,1,201107,5,25.0,323.0,425.31999999999994,425.31999999999994
6,15643,3,201106,6,11.0,82.0,221.33333333333334,664.0
2,15644,4,201106,6,59.5,139.25,203.24999999999997,812.9999999999999
2,15645,1,201111,1,51.0,255.0,611.5899999999997,611.5899999999997
6,15646,3,201107,5,11.333333333333334,129.33333333333334,141.71333333333334,425.14
7,15648,2,201105,7,12.0,107.5,303.17499999999995,606.3499999999999
7,15649,2,201101,11,1.0,96.0,408.0,816.0
6,15651,3,201111,1,10.666666666666666,159.66666666666666,215.43333333333337,646.3000000000001
4,15652,1,201109,3,21.0,208.0,337.74,337.74
4,15653,2,201109,3,3.0,600.0,438.71999999999997,877.4399999999999
1,15654,2,201111,1,10.5,237.5,461.2650000000001,922.5300000000002
4,15655,1,201104,8,32.0,320.0,521.2700000000001,521.2700000000001
6,15656,4,201110,2,11.75,85.75,187.12500000000003,748.5000000000001
0,15657,1,201111,1,1.0,24.0,30.0,30.0
6,15658,4,201106,6,11.5,60.0,250.71250000000003,1002.8500000000001
0,15659,1,201110,2,11.0,111.0,306.45000000000005,306.45000000000005
3,15660,9,201111,1,9.88888888888889,115.77777777777777,173.47333333333333,1561.26
7,15661,2,201101,11,2.5,118.0,154.89999999999998,309.79999999999995
0,15663,1,201108,4,9.0,106.0,138.14000000000001,138.14000000000001
4,15664,1,201110,2,17.0,157.0,386.43,386.43
0,15667,1,201110,2,13.0,240.0,301.32000000000005,301.32000000000005
7,15668,1,201105,7,1.0,72.0,76.32000000000001,76.32000000000001
6,15669,4,201110,2,8.25,85.5,171.08499999999998,684.3399999999999
7,15670,1,201102,10,12.0,91.0,173.05,173.05
0,15675,3,201109,3,7.0,175.66666666666666,107.89666666666666,323.69
4,15677,1,201110,2,33.0,319.0,657.23,657.23
4,15678,1,201110,2,12.0,184.0,352.70000000000005,352.70000000000005
6,15679,4,201111,1,27.5,292.5,195.31999999999996,781.2799999999999
1,15680,3,201111,1,26.0,317.3333333333333,444.55999999999995,1333.6799999999998
6,15681,5,201111,1,7.8,111.2,189.272,946.36
0,15683,1,201108,4,10.0,131.0,193.75,193.75
0,15689,2,201108,4,4.5,42.0,127.05,254.1
0,15690,2,201112,0,9.5,204.0,119.88,239.76
7,15691,1,201104,8,2.0,72.0,136.8,136.8
0,15692,1,201111,1,12.0,138.0,191.04000000000002,191.04000000000002
7,15695,2,201103,9,11.0,106.0,204.99000000000004,409.9800000000001
4,15699,1,201111,1,18.0,113.0,309.6499999999999,309.6499999999999
4,15700,2,201106,6,42.0,176.0,342.2149999999998,684.4299999999996
1,15701,4,201112,0,59.25,230.75,385.535,1542.14
7,15703,1,201103,9,5.0,66.0,211.5,211.5
7,15705,1,201105,7,6.0,62.0,143.10000000000002,143.10000000000002
6,15706,4,201110,2,13.25,76.75,254.315,1017.26
2,15707,4,201111,1,53.5,151.25,236.39499999999998,945.5799999999999
7,15709,1,201103,9,6.0,121.0,133.25,133.25
3,15712,5,201111,1,10.6,97.2,214.47199999999998,1072.36
0,15713,2,201107,5,9.5,75.0,178.35000000000002,356.70000000000005
0,15714,2,201111,1,17.5,93.5,165.44,330.88
1,15716,4,201107,5,29.5,186.0,279.7025,1118.81
7,15717,1,201104,8,7.0,70.0,150.3,150.3
2,15720,1,201111,1,128.0,281.0,598.7300000000001,598.7300000000001
2,15721,1,201111,1,91.0,409.0,507.0799999999998,507.0799999999998
7,15723,1,201100,12,41.0,87.0,203.1,203.1
7,15724,2,201105,7,5.5,36.5,109.125,218.25
4,15725,1,201111,1,32.0,221.0,415.2500000000001,415.2500000000001
7,15729,1,201105,7,4.0,24.0,62.0,62.0
1,15730,3,201110,2,23.333333333333332,229.66666666666666,373.6266666666667,1120.88
7,15732,2,201105,7,7.0,107.5,147.06,294.12
7,15733,1,201103,9,10.0,62.0,162.3,162.3
1,15734,2,201108,4,13.0,173.0,669.7250000000001,1339.4500000000003
3,15737,8,201111,1,8.75,74.375,146.64,1173.12
4,15739,1,201110,2,8.0,472.0,449.12000000000006,449.12000000000006
0,15740,1,201110,2,9.0,152.0,154.88000000000002,154.88000000000002
6,15743,4,201111,1,22.0,54.0,196.11500000000004,784.4600000000002
0,15744,1,201109,3,3.0,120.0,34.8,34.8
1,15745,4,201111,1,15.5,105.25,273.6475,1094.59
0,15746,1,201107,5,27.0,130.0,182.96,182.96
1,15747,3,201111,1,31.0,160.0,324.68000000000006,974.0400000000002
0,15748,1,201110,2,21.0,51.0,149.30999999999995,149.30999999999995
7,15753,1,201102,10,1.0,144.0,79.2,79.2
6,15754,3,201110,2,9.333333333333334,66.33333333333333,152.85666666666665,458.56999999999994
6,15756,4,201110,2,48.0,60.5,133.24000000000004,532.9600000000002
4,15757,2,201110,2,22.5,245.5,357.21,714.42
0,15758,1,201111,1,9.0,47.0,205.25,205.25
7,15759,3,201105,7,2.3333333333333335,20.0,84.34666666666668,253.04000000000002
4,15762,2,201110,2,18.5,125.5,291.875,583.75
1,15763,2,201111,1,30.0,134.5,530.7099999999999,1061.4199999999998
4,15766,1,201110,2,11.0,170.0,315.05999999999995,315.05999999999995
6,15768,3,201108,4,9.0,81.33333333333333,207.27666666666664,621.8299999999999
4,15773,1,201112,0,10.0,311.0,635.6800000000001,635.6800000000001
4,15774,1,201110,2,25.0,87.0,270.8,270.8
7,15775,1,201104,8,7.0,68.0,104.9,104.9
0,15776,1,201107,5,18.0,138.0,241.62000000000003,241.62000000000003
6,15777,4,201104,8,5.25,94.5,261.7775,1047.11
6,15780,3,201106,6,9.666666666666666,73.33333333333333,158.42666666666665,475.28
0,15781,3,201111,1,6.666666666666667,60.0,115.15333333333335,345.46000000000004
0,15783,1,201111,1,14.0,212.0,246.3,246.3
2,15787,3,201111,1,68.66666666666667,180.0,316.01666666666665,948.05
7,15789,1,201100,12,25.0,438.0,351.3,351.3
0,15790,1,201111,1,35.0,114.0,220.84999999999997,220.84999999999997
5,15791,2,201110,2,37.5,365.5,806.3450000000001,1612.6900000000003
6,15793,3,201111,1,3.6666666666666665,184.0,316.32,948.96
4,15795,1,201107,5,42.0,581.0,610.0100000000001,610.0100000000001
1,15799,3,201109,3,32.666666666666664,318.3333333333333,294.71333333333337,884.1400000000001
2,15800,2,201108,4,59.5,167.5,349.53999999999996,699.0799999999999
1,15801,3,201110,2,21.333333333333332,190.0,354.6499999999999,1063.9499999999998
4,15803,1,201110,2,8.0,290.0,415.82,415.82
6,15806,3,201110,2,10.333333333333334,200.66666666666666,261.52666666666664,784.5799999999999
6,15807,3,201110,2,16.0,143.33333333333334,301.29999999999995,903.8999999999999
6,15809,5,201111,1,5.4,50.2,79.84200000000001,399.21000000000004
1,15810,3,201106,6,28.333333333333332,281.6666666666667,442.58,1327.74
1,15813,2,201105,7,20.0,301.5,651.955,1303.91
7,15820,1,201101,11,17.0,128.0,206.98000000000002,206.98000000000002
4,15821,2,201110,2,31.0,101.0,285.48,570.96
1,15822,2,201112,0,16.5,187.5,442.735,885.47
4,15825,1,201106,6,20.0,220.0,532.94,532.94
4,15829,2,201109,3,25.5,498.0,318.07000000000005,636.1400000000001
4,15830,1,201111,1,38.0,411.0,556.2,556.2
6,15831,3,201110,2,22.666666666666668,368.3333333333333,267.2533333333334,801.7600000000001
5,15832,1,201103,9,54.0,465.0,836.7899999999998,836.7899999999998
6,15835,4,201110,2,12.5,109.75,238.52249999999998,954.0899999999999
0,15836,1,201110,2,8.0,24.0,117.47000000000001,117.47000000000001
4,15837,1,201110,2,24.0,189.0,391.97999999999996,391.97999999999996
1,15839,3,201111,1,20.333333333333332,224.33333333333334,345.53000000000003,1036.5900000000001
0,15840,2,201110,2,13.5,198.0,177.78,355.56
1,15841,4,201109,3,11.5,232.5,303.525,1214.1
7,15843,1,201102,10,8.0,27.0,118.95,118.95
0,15844,1,201110,2,11.0,134.0,130.74,130.74
0,15847,2,201111,1,11.0,224.5,194.63499999999996,389.2699999999999
2,15850,2,201111,1,48.5,151.0,119.42500000000004,238.85000000000008
0,15852,2,201106,6,11.0,24.0,80.355,160.71
0,15853,1,201110,2,30.0,135.0,110.80000000000001,110.80000000000001
6,15855,5,201107,5,16.0,94.0,142.448,712.24
0,15857,1,201111,1,14.0,308.0,297.0,297.0
3,15858,5,201111,1,38.2,233.4,287.77000000000004,1438.8500000000001
3,15860,8,201110,2,17.75,55.0,122.15125,977.21
6,15862,4,201112,0,36.75,146.25,208.21999999999997,832.8799999999999
0,15863,2,201111,1,9.0,9.5,34.42,68.84
6,15865,3,201110,2,13.333333333333334,122.66666666666667,298.3766666666666,895.1299999999999
2,15866,1,201108,4,45.0,126.0,230.52999999999994,230.52999999999994
7,15869,2,201103,9,7.5,87.5,74.82,149.64
2,15870,1,201111,1,76.0,335.0,354.0899999999999,354.0899999999999
2,15872,2,201111,1,64.0,106.0,180.46499999999995,360.9299999999999
2,15877,2,201112,0,63.5,123.0,220.39,440.78
2,15880,1,201100,12,104.0,187.0,313.28,313.28
7,15881,5,201101,11,5.2,39.8,75.648,378.23999999999995
6,15882,4,201105,7,5.25,63.5,123.26999999999998,493.0799999999999
0,15883,2,201112,0,24.5,111.5,198.23999999999995,396.4799999999999
4,15885,1,201109,3,16.0,109.0,349.34999999999997,349.34999999999997
0,15886,1,201110,2,12.0,147.0,181.09,181.09
0,15888,1,201109,3,8.0,51.0,135.6,135.6
2,15889,2,201107,5,45.5,104.5,213.78499999999997,427.56999999999994
2,15891,1,201104,8,61.0,441.0,521.9699999999999,521.9699999999999
7,15894,2,201103,9,20.0,83.5,131.45,262.9
0,15895,1,201107,5,11.0,94.0,179.17,179.17
7,15897,2,201105,7,12.0,130.5,111.02499999999999,222.04999999999998
3,15898,5,201112,0,17.2,114.0,277.776,1388.88
7,15899,1,201100,12,4.0,39.0,56.25,56.25
2,15900,1,201111,1,51.0,221.0,351.1099999999999,351.1099999999999
6,15901,3,201111,1,38.0,125.66666666666667,120.63333333333334,361.90000000000003
0,15904,1,201112,0,30.0,84.0,164.67999999999998,164.67999999999998
3,15906,7,201111,1,21.428571428571427,77.71428571428571,223.95571428571427,1567.6899999999998
2,15907,3,201112,0,82.66666666666667,169.33333333333334,322.19999999999993,966.5999999999998
7,15909,1,201106,6,7.0,98.0,191.93999999999997,191.93999999999997
3,15910,8,201112,0,33.375,126.875,154.02250000000004,1232.1800000000003
7,15912,2,201106,6,9.5,92.5,132.31,264.62
3,15916,8,201111,1,19.25,94.5,190.14249999999998,1521.1399999999999
7,15917,1,201104,8,12.0,42.0,123.10000000000001,123.10000000000001
7,15918,2,201106,6,20.0,76.5,167.11499999999998,334.22999999999996
2,15919,2,201111,1,71.5,272.5,319.94499999999994,639.8899999999999
0,15920,3,201107,5,19.333333333333332,31.333333333333332,54.51666666666667,163.55
4,15921,1,201106,6,25.0,166.0,336.03000000000003,336.03000000000003
7,15922,1,201100,12,11.0,138.0,369.50000000000006,369.50000000000006
7,15923,1,201100,12,21.0,122.0,127.08000000000003,127.08000000000003
7,15925,1,201105,7,12.0,93.0,207.15,207.15
4,15930,1,201110,2,21.0,139.0,426.63000000000017,426.63000000000017
1,15933,3,201111,1,24.666666666666668,295.0,369.15333333333325,1107.4599999999998
7,15935,1,201104,8,11.0,114.0,108.03999999999999,108.03999999999999
0,15937,1,201110,2,7.0,73.0,145.35,145.35
6,15938,5,201108,4,3.6,48.0,80.91600000000001,404.58000000000004
7,15940,1,201102,10,1.0,4.0,35.8,35.8
4,15942,1,201107,5,14.0,232.0,337.43999999999994,337.43999999999994
7,15944,1,201103,9,6.0,50.0,325.1,325.1
7,15945,1,201100,12,2.0,52.0,181.0,181.0
1,15948,2,201112,0,30.0,283.5,477.62,955.24
0,15949,2,201111,1,9.5,142.0,182.35999999999999,364.71999999999997
4,15951,2,201112,0,20.5,156.5,354.1099999999999,708.2199999999998
6,15952,4,201111,1,22.75,99.75,201.64250000000004,806.5700000000002
4,15957,1,201111,1,42.0,211.0,428.88999999999993,428.88999999999993
0,15958,1,201109,3,7.0,33.0,104.35,104.35
0,15963,2,201111,1,14.0,149.0,235.38,470.76
6,15965,4,201111,1,30.5,113.25,211.40999999999997,845.6399999999999
2,15967,2,201111,1,42.0,105.5,209.41500000000002,418.83000000000004
6,15969,3,201112,0,6.333333333333333,40.0,194.29999999999998,582.9
7,15970,1,201102,10,11.0,116.0,314.1,314.1
7,15973,1,201100,12,3.0,88.0,110.72,110.72
4,15975,1,201109,3,24.0,243.0,371.01,371.01
2,15976,2,201106,6,49.0,138.5,215.46999999999997,430.93999999999994
1,15977,2,201111,1,32.5,508.0,527.365,1054.73
5,15978,1,201109,3,49.0,888.0,1098.7800000000002,1098.7800000000002
1,15983,4,201111,1,28.25,223.0,368.755,1475.02
1,15985,2,201108,4,18.0,418.0,518.71,1037.42
0,15986,1,201111,1,14.0,268.0,168.12,168.12
3,15987,7,201111,1,20.0,222.28571428571428,207.32571428571427,1451.28
0,15988,1,201111,1,27.0,181.0,158.03000000000003,158.03000000000003
4,15990,2,201110,2,26.0,221.5,396.05500000000006,792.1100000000001
0,15992,1,201112,0,3.0,17.0,41.989999999999995,41.989999999999995
4,15994,1,201110,2,35.0,177.0,427.07000000000005,427.07000000000005
3,15996,6,201109,3,21.5,63.666666666666664,174.13,1044.78
2,16005,4,201111,1,54.5,75.0,153.84749999999997,615.3899999999999
7,16006,1,201105,7,8.0,84.0,101.39999999999999,101.39999999999999
6,16008,3,201111,1,11.0,107.66666666666667,159.59333333333333,478.78000000000003
6,16009,4,201111,1,22.5,94.5,248.17749999999998,992.7099999999999
7,16010,3,201104,8,28.666666666666668,70.0,135.83333333333334,407.5
1,16012,3,201111,1,31.333333333333332,266.3333333333333,471.7633333333333,1415.29
2,16014,3,201111,1,48.333333333333336,88.33333333333333,220.7933333333333,662.3799999999999
2,16015,3,201112,0,60.0,302.0,231.73333333333343,695.2000000000003
3,16016,8,201112,0,29.25,77.375,187.53249999999997,1500.2599999999998
0,16017,1,201110,2,32.0,102.0,211.87999999999994,211.87999999999994
0,16018,2,201110,2,14.0,95.0,204.45,408.9
6,16020,3,201111,1,15.333333333333334,162.33333333333334,283.67,851.0100000000001
2,16022,1,201103,9,76.0,261.0,628.2800000000001,628.2800000000001
6,16023,3,201110,2,33.666666666666664,119.33333333333333,239.9366666666667,719.8100000000001
2,16024,1,201111,1,62.0,378.0,245.95999999999992,245.95999999999992
4,16025,1,201111,1,28.0,338.0,439.66,439.66
0,16026,1,201110,2,32.0,243.0,236.09000000000006,236.09000000000006
3,16027,6,201109,3,2.6666666666666665,191.16666666666666,155.77,934.62
7,16030,1,201102,10,29.0,283.0,331.24000000000007,331.24000000000007
2,16031,2,201109,3,50.0,211.5,274.47,548.94
7,16034,3,201105,7,7.333333333333333,80.66666666666667,145.89999999999998,437.69999999999993
4,16036,2,201109,3,27.5,358.0,379.46000000000004,758.9200000000001
7,16037,3,201103,9,13.0,142.66666666666666,285.0066666666667,855.0200000000001
6,16038,3,201112,0,8.666666666666666,81.33333333333333,157.26,471.78
1,16040,3,201110,2,21.666666666666668,228.0,437.84999999999997,1313.55
1,16042,4,201111,1,17.25,187.5,293.0799999999999,1172.3199999999997
6,16043,4,201111,1,9.75,125.75,193.4975,773.99
1,16045,4,201108,4,20.75,224.25,335.175,1340.7
7,16048,2,201100,12,4.0,72.0,128.22000000000003,256.44000000000005
2,16049,3,201110,2,104.0,264.3333333333333,370.59666666666635,1111.789999999999
7,16050,1,201106,6,10.0,278.0,137.9,137.9
4,16052,1,201110,2,34.0,282.0,362.06000000000006,362.06000000000006
5,16053,2,201111,1,42.0,896.5,755.9749999999998,1511.9499999999996
5,16054,1,201107,5,70.0,380.0,783.8999999999999,783.8999999999999
7,16055,1,201105,7,8.0,22.0,134.8,134.8
2,16056,1,201110,2,68.0,347.0,664.85,664.85
3,16059,6,201110,2,30.0,107.16666666666667,243.30999999999997,1459.86
1,16062,4,201111,1,16.0,200.0,288.40500000000003,1153.6200000000001
7,16063,1,201103,9,23.0,262.0,335.32000000000005,335.32000000000005
2,16065,1,201100,12,74.0,231.0,372.0900000000001,372.0900000000001
3,16066,5,201111,1,20.4,187.2,304.3739999999999,1521.8699999999997
4,16070,2,201111,1,16.5,228.5,426.07499999999993,852.1499999999999
4,16071,1,201110,2,21.0,180.0,326.24000000000007,326.24000000000007
7,16072,1,201102,10,23.0,140.0,584.3199999999999,584.3199999999999
7,16073,1,201102,10,1.0,48.0,122.39999999999999,122.39999999999999
7,16078,1,201103,9,1.0,16.0,79.2,79.2
1,16079,3,201111,1,7.0,288.0,450.6666666666667,1352.0
0,16080,2,201109,3,4.5,52.0,88.30000000000001,176.60000000000002
1,16083,2,201108,4,15.5,454.0,658.8100000000001,1317.6200000000001
7,16084,1,201102,10,38.0,216.0,436.17999999999995,436.17999999999995
3,16085,5,201111,1,33.4,127.2,196.30200000000002,981.5100000000001
3,16086,5,201110,2,7.8,102.2,224.27800000000002,1121.39
0,16091,2,201107,5,9.0,77.0,157.53,315.06
6,16092,3,201108,4,16.666666666666668,201.33333333333334,262.62,787.86
0,16093,1,201108,4,1.0,20.0,17.0,17.0
6,16094,4,201111,1,15.75,161.75,269.5575,1078.23
7,16096,1,201103,9,12.0,155.0,320.62,320.62
7,16097,1,201104,8,10.0,87.0,185.05,185.05
6,16099,3,201110,2,13.0,144.66666666666666,243.96666666666667,731.9
5,16101,1,201109,3,74.0,754.0,1263.2,1263.2
3,16103,6,201112,0,8.0,93.0,238.27333333333334,1429.64
4,16104,1,201110,2,29.0,123.0,302.36,302.36
7,16105,1,201104,8,13.0,330.0,336.96,336.96
0,16106,1,201110,2,6.0,74.0,108.38,108.38
5,16108,1,201109,3,47.0,599.0,816.0999999999999,816.0999999999999
7,16109,2,201105,7,9.0,306.0,305.93999999999994,611.8799999999999
2,16110,3,201110,2,118.0,244.33333333333334,445.82666666666665,1337.48
6,16112,4,201107,5,4.0,143.5,48.935,195.74
7,16113,1,201106,6,30.0,176.0,161.38000000000002,161.38000000000002
7,16114,1,201106,6,8.0,43.0,135.75000000000003,135.75000000000003
4,16116,1,201105,7,33.0,246.0,592.8800000000001,592.8800000000001
7,16117,1,201106,6,30.0,130.0,232.21,232.21
0,16119,2,201112,0,8.0,120.0,211.68,423.36
1,16120,4,201110,2,7.5,219.5,327.28499999999997,1309.1399999999999
2,16121,2,201110,2,106.0,293.0,433.55499999999995,867.1099999999999
6,16122,4,201109,3,9.5,282.0,171.10500000000002,684.4200000000001
